round,score,avg_score_200,reward,avg_reward_200,coins,kills,suicides,crates_destroyed,alive_fraction
3431,0,2.34,113.6,178.06,0,2,1,11,0
3432,3,2.35,145.0,178.85,3,0,1,18,0
3433,0,2.34,86.9,177.75,0,0,0,8,0
3434,2,2.35,32.6,177.76,2,0,1,7,0
3435,1,2.31,21.6,176.89,1,0,0,5,0
3436,3,2.32,346.7,178.53,3,0,0,16,0
3437,6,2.31,100.9,176.0,1,1,0,10,0
3438,1,2.31,91.1,175.23,1,0,1,17,0
3439,2,2.3,89.3,173.53,2,0,1,10,0
3440,0,2.29,-78.6,173.08,0,0,1,8,0
3441,3,2.31,525.1,174.25,3,0,0,12,1
3442,1,2.3,10.2,173.83,1,0,1,15,0
3443,2,2.31,271.1,173.71,2,0,0,18,1
3444,1,2.31,-8.1,173.93,1,0,1,13,0
3445,4,2.32,199.8,174.11,4,0,0,25,1
3446,1,2.31,225.0,175.3,1,0,0,14,1
3447,3,2.3,455.5,177.16,3,0,0,26,0
3448,3,2.29,36.8,175.05,3,0,1,6,0
3449,1,2.29,203.5,175.91,1,0,0,15,0
3450,2,2.29,206.0,177.18,2,0,1,15,0
3451,1,2.29,324.7,177.45,1,0,0,17,1
3452,1,2.28,48.7,177.36,1,0,1,8,0
3453,2,2.28,106.2,177.96,2,0,1,12,0
3454,1,2.28,41.4,177.37,1,0,1,14,0
3455,2,2.25,56.5,176.39,2,0,1,11,0
3456,1,2.25,238.1,177.72,1,0,0,18,1
3457,1,2.25,37.6,177.8,1,0,0,5,0
3458,1,2.26,340.0,178.07,1,0,0,24,1
3459,4,2.28,441.0,180.31,4,0,1,14,0
3460,3,2.29,361.3,182.77,3,0,0,18,0
3461,0,2.27,-41.4,179.73,0,0,1,12,0
3462,1,2.25,409.4,179.83,1,0,0,20,1
3463,2,2.27,483.5,182.45,2,0,0,24,1
3464,0,2.26,-56.3,179.71,0,0,1,10,0
3465,3,2.26,402.3,179.05,3,0,0,20,1
3466,0,2.25,-8.9,179.36,0,0,0,13,0
3467,5,2.23,535.3,178.53,5,0,0,29,0
3468,1,2.24,180.7,180.32,1,0,0,11,0
3469,1,2.23,91.2,178.73,1,0,0,7,0
3470,3,2.23,142.3,177.35,3,0,0,7,0
3471,8,2.27,501.1,179.07,3,1,0,20,1
3472,1,2.28,61.1,179.05,1,0,0,12,0
3473,3,2.26,299.2,177.37,3,0,0,20,0
3474,7,2.29,305.6,178.52,2,1,0,20,0
3475,4,2.29,463.3,179.5,4,0,0,26,1
3476,1,2.25,214.4,180.01,1,0,0,17,0
3477,8,2.27,218.9,179.63,3,1,1,15,0
3478,1,2.25,-15.0,178.82,1,0,0,12,0
3479,3,2.26,197.1,180.24,3,0,1,18,0
3480,1,2.25,75.0,178.21,1,0,1,13,0
3481,1,2.26,146.5,179.08,1,0,0,9,0
3482,4,2.27,675.7,181.78,4,0,0,25,1
3483,3,2.28,380.8,183.15,3,0,0,23,1
3484,4,2.29,392.6,182.77,4,0,0,14,0
3485,1,2.29,61.7,182.37,1,0,0,11,0
3486,2,2.29,159.9,181.92,2,0,0,7,0
3487,4,2.29,528.0,182.61,4,0,0,22,1
3488,0,2.27,-46.4,181.86,0,0,1,10,0
3489,7,2.29,269.2,183.15,2,1,0,24,1
3490,2,2.27,172.1,182.59,2,0,0,12,0
3491,4,2.25,176.2,180.88,4,0,0,7,0
3492,6,2.25,123.4,178.95,1,1,1,10,0
3493,0,2.24,-74.4,177.73,0,0,1,8,0
3494,0,2.23,-34.9,175.56,0,0,1,9,0
3495,0,2.22,0.5,175.24,0,0,0,6,0
3496,4,2.24,-209.7,173.46,4,0,0,13,1
3497,2,2.23,154.9,173.13,2,0,1,18,0
3498,1,2.21,46.5,170.85,1,0,0,9,0
3499,8,2.25,268.0,170.06,3,1,1,17,0
3500,2,2.25,382.9,171.64,2,0,0,18,1
3501,10,2.29,448.1,174.08,5,1,0,21,0
3502,2,2.3,282.0,175.15,2,0,0,15,0
3503,1,2.29,471.8,177.44,1,0,0,20,0
3504,0,2.29,40.4,177.27,0,0,0,16,0
3505,2,2.31,170.5,177.05,2,0,0,13,0
3506,0,2.27,-201.7,175.15,0,0,1,4,0
3507,1,2.25,-82.9,173.19,1,0,0,9,1
3508,4,2.27,532.3,175.57,4,0,0,16,1
3509,7,2.3,277.4,177.06,2,1,1,22,0
3510,6,2.33,526.6,179.84,1,1,0,29,0
3511,1,2.31,-100.0,177.63,1,0,0,6,0
3512,4,2.33,283.7,179.06,4,0,1,19,0
3513,1,2.31,50.3,176.43,1,0,0,16,0
3514,9,2.35,272.3,177.63,4,1,0,12,0
3515,0,2.34,-72.2,175.92,0,0,0,3,0
3516,3,2.35,419.2,177.52,3,0,0,23,1
3517,0,2.35,11.3,176.34,0,0,0,3,0
3518,0,2.33,151.9,176.21,0,0,0,15,1
3519,2,2.31,66.3,174.89,2,0,0,16,0
3520,1,2.31,297.4,177.06,1,0,0,19,0
3521,3,2.29,159.4,176.41,3,0,0,14,0
3522,0,2.29,-71.7,176.12,0,0,1,7,0
3523,3,2.31,116.3,177.01,3,0,0,13,0
3524,7,2.33,303.0,178.64,2,1,0,12,0
3525,4,2.35,421.5,179.93,4,0,0,31,1
3526,0,2.35,-80.9,179.46,0,0,1,8,0
3527,1,2.35,-63.9,178.68,1,0,1,7,0
3528,1,2.35,49.1,179.39,1,0,1,18,0
3529,1,2.35,129.3,180.05,1,0,1,12,0
3530,2,2.36,354.9,181.26,2,0,0,31,0
3531,1,2.35,64.5,180.64,1,0,1,18,0
3532,3,2.35,454.1,182.76,3,0,0,18,1
3533,4,2.35,247.6,183.07,4,0,1,19,0
3534,2,2.35,293.7,182.31,2,0,0,21,0
3535,2,2.35,74.5,181.2,2,0,1,10,0
3536,1,2.35,13.7,181.58,1,0,1,10,0
3537,6,2.38,-9.4,180.76,1,1,0,14,0
3538,2,2.38,234.9,179.98,2,0,0,15,0
3539,0,2.34,-46.2,179.52,0,0,0,23,1
3540,3,2.32,399.0,180.35,3,0,0,26,1
3541,1,2.31,277.7,180.17,1,0,1,19,0
3542,1,2.31,225.1,180.71,1,0,0,17,0
3543,1,2.28,30.0,178.42,1,0,1,13,0
3544,2,2.29,330.1,179.82,2,0,0,22,1
3545,1,2.29,-94.8,178.98,1,0,1,3,0
3546,7,2.31,283.9,178.53,2,1,0,22,1
3547,3,2.31,253.3,178.65,3,0,0,16,0
3548,0,2.27,71.3,176.4,0,0,1,18,0
3549,1,2.28,141.9,177.0,1,0,1,12,0
3550,3,2.29,265.0,176.93,3,0,0,22,0
3551,0,2.27,-110.9,173.87,0,0,1,5,0
3552,1,2.22,8.5,172.0,1,0,1,13,0
3553,3,2.23,339.4,173.75,3,0,1,23,0
3554,0,2.21,-162.2,171.24,0,0,0,14,0
3555,4,2.23,208.5,171.65,4,0,1,13,0
3556,5,2.23,269.6,170.94,5,0,0,31,1
3557,1,2.23,433.7,173.3,1,0,0,20,1
3558,1,2.23,108.3,173.37,1,0,0,14,0
3559,1,2.23,-17.5,173.03,1,0,1,7,0
3560,1,2.23,82.8,171.57,1,0,0,12,1
3561,3,2.21,387.0,172.11,3,0,0,17,1
3562,0,2.19,-195.4,169.88,0,0,1,5,0
3563,1,2.19,143.1,169.31,1,0,1,19,0
3564,0,2.19,-114.5,168.58,0,0,1,4,0
3565,2,2.19,237.1,169.45,2,0,0,23,1
3566,1,2.19,269.2,169.64,1,0,1,25,0
3567,0,2.19,95.7,168.97,0,1,1,13,0
3568,2,2.18,402.1,169.61,2,0,0,29,0
3569,1,2.17,181.2,168.06,1,0,0,10,0
3570,9,2.2,343.8,169.22,4,1,1,12,0
3571,0,2.19,-98.0,167.97,0,0,0,9,0
3572,1,2.19,184.6,169.82,1,0,0,21,0
3573,2,2.2,128.8,169.59,2,0,0,11,0
3574,3,2.21,120.0,169.8,3,0,0,11,0
3575,1,2.21,181.7,170.9,1,0,0,21,0
3576,2,2.23,169.1,171.6,2,0,0,14,0
3577,3,2.23,372.8,172.96,3,0,0,20,0
3578,1,2.23,115.8,173.5,1,0,1,15,0
3579,2,2.25,95.9,173.55,2,0,0,10,0
3580,0,2.24,-47.5,172.07,0,0,1,11,0
3581,0,2.23,-53.5,170.7,0,0,0,11,0
3582,2,2.23,176.2,171.13,2,0,1,12,0
3583,2,2.24,199.5,171.91,2,0,0,14,0
3584,0,2.22,102.4,171.37,0,0,0,14,0
3585,1,2.21,12.4,169.99,1,0,1,10,0
3586,0,2.21,106.1,169.86,0,0,0,21,1
3587,2,2.2,86.5,168.16,2,0,0,10,0
3588,2,2.21,263.9,169.4,2,0,0,19,0
3589,7,2.23,118.6,169.45,2,1,1,11,0
3590,0,2.19,-50.9,167.37,0,0,1,10,0
3591,1,2.18,175.7,166.94,1,0,0,15,0
3592,2,2.19,454.9,167.41,2,0,0,26,1
3593,1,2.19,210.7,168.6,1,0,0,15,0
3594,1,2.17,126.5,167.58,1,0,0,11,0
3595,1,2.17,446.0,168.1,1,0,0,18,1
3596,0,2.16,92.7,167.45,0,0,0,11,0
3597,3,2.17,385.5,168.65,3,0,0,17,0
3598,0,2.15,-132.2,166.21,0,0,1,4,0
3599,2,2.14,35.7,165.52,2,0,1,12,0
3600,1,2.13,-53.3,164.91,1,0,1,8,0
3601,8,2.16,488.7,165.87,3,1,0,21,1
3602,2,2.16,38.8,164.81,2,0,0,12,0
3603,2,2.16,192.2,165.56,2,0,1,19,0
3604,4,2.17,512.8,167.76,4,0,0,33,1
3605,1,2.17,27.8,167.74,1,0,1,13,0
3606,0,2.17,192.6,166.9,0,0,0,19,0
3607,2,2.16,-42.5,165.49,2,0,1,3,0
3608,1,2.16,6.8,165.41,1,0,1,11,0
3609,3,2.17,530.1,167.57,3,0,0,20,1
3610,0,2.15,39.6,166.68,0,0,0,12,0
3611,3,2.17,538.4,170.01,3,0,0,30,1
3612,2,2.15,196.6,169.28,2,0,0,22,0
3613,1,2.15,146.1,169.26,1,0,0,14,0
3614,2,2.15,281.9,171.47,2,0,1,26,0
3615,1,2.13,-44.1,169.91,1,0,1,6,0
3616,2,2.13,90.3,170.44,2,0,1,13,0
3617,1,2.14,17.4,170.33,1,0,0,9,0
3618,3,2.15,273.3,170.56,3,0,1,22,0
3619,3,2.13,236.0,170.74,3,0,1,19,0
3620,1,2.12,-201.0,167.44,1,0,0,7,0
3621,0,2.12,-135.4,166.36,0,0,0,8,0
3622,6,2.15,399.0,168.33,1,1,0,28,0
3623,2,2.13,335.6,167.86,2,0,0,20,1
3624,5,2.15,-50.3,167.24,0,1,1,9,0
3625,1,2.15,176.1,168.82,1,0,0,13,0
3626,0,2.14,-12.3,167.66,0,0,0,7,0
3627,9,2.17,453.8,169.06,4,1,0,25,1
3628,1,2.18,120.6,169.5,1,0,0,6,0
3629,0,2.15,278.5,169.82,0,0,0,20,1
3630,2,2.15,229.9,169.63,2,0,1,27,0
3631,1,2.16,106.3,169.6,1,0,1,15,0
3632,2,2.15,190.2,169.82,2,0,0,16,0
3633,2,2.17,312.1,170.95,2,0,0,16,1
3634,2,2.17,58.2,171.08,2,0,1,12,0
3635,0,2.16,82.6,171.38,0,0,0,10,0
3636,8,2.19,272.4,171.01,3,1,1,16,0
3637,2,2.17,76.0,170.89,2,0,1,15,0
3638,0,2.16,35.4,170.61,0,0,0,4,0
3639,1,2.15,16.4,170.24,1,0,1,11,0
3640,3,2.17,232.7,171.8,3,0,0,22,0
3641,2,2.17,24.2,169.3,2,0,1,8,0
3642,7,2.19,-83.2,168.83,2,1,0,15,1
3643,2,2.19,242.7,168.69,2,0,0,11,1
3644,3,2.21,153.9,169.5,3,0,0,15,1
3645,0,2.19,14.0,168.57,0,0,0,7,0
3646,0,2.18,-31.0,167.29,0,0,1,7,0
3647,1,2.17,169.8,165.86,1,0,0,12,0
3648,1,2.16,182.2,166.59,1,0,0,16,0
3649,3,2.17,437.8,167.76,3,0,0,15,0
3650,1,2.17,2.3,166.74,1,0,1,14,0
3651,1,2.17,-26.6,164.98,1,0,1,11,0
3652,1,2.17,163.5,165.56,1,0,0,10,0
3653,0,2.15,-14.1,164.95,0,0,1,11,0
3654,1,2.15,334.6,166.42,1,0,0,14,0
3655,2,2.15,196.2,167.12,2,0,0,17,0
3656,2,2.16,153.8,166.7,2,0,0,10,0
3657,2,2.17,256.0,167.79,2,0,1,22,0
3658,0,2.16,-21.7,165.98,0,0,1,12,0
3659,2,2.15,196.3,164.76,2,0,0,15,0
3660,2,2.15,-12.9,162.89,2,0,1,8,0
3661,2,2.15,125.2,163.72,2,0,1,17,0
3662,5,2.17,170.5,162.53,0,1,0,10,0
3663,8,2.21,673.9,163.48,3,1,0,31,1
3664,1,2.21,97.9,164.25,1,0,0,9,0
3665,4,2.21,158.0,163.03,4,0,1,14,0
3666,1,2.22,138.5,163.76,1,0,0,16,0
3667,7,2.23,541.8,163.8,2,1,0,28,1
3668,0,2.23,-96.2,162.41,0,0,1,4,0
3669,2,2.23,259.8,163.25,2,0,0,22,0
3670,1,2.22,-156.2,161.76,1,0,1,10,0
3671,1,2.19,-44.7,159.03,1,0,0,8,0
3672,2,2.19,76.9,159.11,2,0,1,13,0
3673,1,2.18,96.0,158.1,1,0,1,17,0
3674,5,2.17,360.8,158.37,0,1,0,24,1
3675,1,2.15,32.4,156.22,1,0,0,6,0
3676,1,2.15,277.7,156.53,1,0,0,14,1
3677,8,2.15,323.7,157.06,3,1,1,13,0
3678,0,2.15,-191.4,156.18,0,0,1,7,0
3679,4,2.15,89.6,155.64,4,0,1,11,0
3680,2,2.16,103.7,155.78,2,0,1,16,0
3681,2,2.17,243.0,156.26,2,0,0,13,1
3682,3,2.16,179.6,153.78,3,0,1,18,0
3683,3,2.16,154.4,152.65,3,0,1,10,0
3684,8,2.18,726.6,154.32,3,1,0,27,1
3685,2,2.19,152.8,154.78,2,0,1,15,0
3686,3,2.19,132.4,154.64,3,0,1,10,0
3687,3,2.19,474.6,154.37,3,0,0,20,1
3688,3,2.2,247.4,155.84,3,0,0,11,0
3689,3,2.18,340.6,156.2,3,0,0,17,0
3690,0,2.17,-9.0,155.29,0,0,1,12,0
3691,1,2.15,25.9,154.54,1,0,0,7,0
3692,6,2.15,448.5,156.17,6,0,0,39,1
3693,1,2.16,113.7,157.11,1,0,1,22,0
3694,0,2.16,196.6,158.27,0,0,0,19,0
3695,2,2.17,226.7,159.4,2,0,1,23,0
3696,2,2.16,325.8,162.07,2,0,0,16,1
3697,0,2.15,-86.3,160.87,0,0,1,4,0
3698,1,2.15,-198.4,159.64,1,0,0,18,1
3699,0,2.11,-189.7,157.36,0,0,1,5,0
3700,2,2.11,337.6,157.13,2,0,0,13,1
3701,0,2.06,120.4,155.49,0,0,0,19,0
3702,6,2.08,603.9,157.1,1,1,0,16,1
3703,2,2.08,37.9,154.93,2,0,1,14,0
3704,0,2.08,14.6,154.8,0,0,0,8,0
3705,7,2.11,296.2,155.43,2,1,0,13,0
3706,2,2.12,67.4,156.78,2,0,0,7,0
3707,6,2.15,536.3,159.87,6,0,1,32,0
3708,0,2.12,37.5,157.4,0,0,1,17,0
3709,1,2.1,452.2,158.27,1,0,0,25,1
3710,14,2.13,529.9,158.29,4,2,0,31,1
3711,2,2.14,359.7,160.59,2,0,0,17,1
3712,4,2.14,292.2,160.63,4,0,0,17,0
3713,2,2.15,562.7,163.19,2,0,0,27,1
3714,4,2.12,432.9,163.99,4,0,0,17,0
3715,0,2.12,37.9,164.54,0,0,0,20,1
3716,1,2.11,95.4,162.93,1,0,0,13,0
3717,2,2.12,45.5,163.1,2,0,1,11,0
3718,2,2.13,289.6,163.78,2,0,1,20,0
3719,2,2.13,319.9,165.05,2,0,0,24,0
3720,3,2.14,217.8,164.65,3,0,0,27,0
3721,3,2.14,319.2,165.45,3,0,0,23,0
3722,2,2.15,205.9,166.84,2,0,0,13,0
3723,0,2.13,77.1,166.65,0,0,0,9,0
3724,9,2.15,254.7,166.4,4,1,1,15,0
3725,1,2.13,6.6,164.33,1,0,0,14,1
3726,1,2.13,158.1,165.52,1,0,0,19,0
3727,4,2.15,290.9,167.3,4,0,0,16,0
3728,0,2.15,-77.4,166.67,0,0,0,6,0
3729,0,2.14,-70.1,165.67,0,0,1,11,0
3730,3,2.15,229.8,165.04,3,0,0,18,0
3731,3,2.15,365.4,166.55,3,0,0,20,1
3732,0,2.14,-20.5,164.18,0,0,0,5,0
3733,6,2.15,248.9,164.18,1,1,0,8,1
3734,1,2.15,-21.7,162.6,1,0,1,5,0
3735,8,2.17,403.8,164.25,3,1,0,21,1
3736,1,2.17,13.2,164.25,1,0,1,7,0
3737,8,2.19,368.4,166.14,3,1,0,13,0
3738,0,2.17,-218.5,163.87,0,0,0,9,1
3739,1,2.18,135.7,164.78,1,0,0,12,0
3740,1,2.17,71.1,163.14,1,0,1,20,0
3741,1,2.17,-19.3,161.66,1,0,1,11,0
3742,2,2.17,122.3,161.14,2,0,0,9,0
3743,0,2.17,-31.2,160.84,0,0,1,13,0
3744,3,2.17,40.1,159.39,3,0,1,13,0
3745,3,2.19,97.6,160.35,3,0,1,13,0
3746,2,2.16,52.8,159.19,2,0,1,15,0
3747,1,2.15,-74.5,157.55,1,0,0,3,0
3748,3,2.17,458.7,159.49,3,0,0,19,1
3749,1,2.17,-125.7,158.15,1,0,1,5,0
3750,7,2.19,330.9,158.48,2,1,0,26,1
3751,1,2.19,285.9,160.47,1,0,1,16,0
3752,1,2.19,151.0,161.18,1,0,0,16,0
3753,0,2.17,-189.4,158.53,0,0,0,7,1
3754,6,2.21,226.6,160.48,1,1,0,14,0
3755,0,2.19,25.2,159.56,0,0,1,14,0
3756,0,2.16,-99.2,157.72,0,0,1,8,0
3757,2,2.17,73.2,155.92,2,0,0,5,0
3758,7,2.19,366.7,157.21,2,1,1,27,0
3759,1,2.19,107.2,157.83,1,0,0,8,0
3760,2,2.2,-38.9,157.22,2,0,1,11,0
3761,0,2.19,39.3,155.48,0,0,0,10,0
3762,3,2.2,24.0,156.58,3,0,1,9,0
3763,1,2.2,16.1,155.95,1,0,1,10,0
3764,1,2.21,10.5,156.57,1,0,0,4,0
3765,3,2.21,243.8,156.6,3,0,0,17,0
3766,0,2.21,-430.2,153.11,0,0,1,10,0
3767,6,2.23,155.9,153.41,1,1,0,15,1
3768,2,2.23,336.7,153.08,2,0,0,19,0
3769,1,2.23,-0.9,152.17,1,0,1,12,0
3770,0,2.19,9.6,150.5,0,0,1,15,0
3771,0,2.19,-70.5,150.64,0,0,0,4,0
3772,1,2.19,59.8,150.01,1,0,0,7,0
3773,0,2.18,109.9,149.92,0,0,0,7,0
3774,6,2.19,159.1,150.11,1,1,0,11,0
3775,3,2.21,137.4,149.89,3,0,1,8,0
3776,1,2.2,164.7,149.87,1,0,0,14,0
3777,5,2.21,473.4,150.37,5,0,0,33,1
3778,3,2.22,283.6,151.21,3,0,0,19,1
3779,1,2.21,-155.4,149.96,1,0,1,7,0
3780,2,2.23,268.0,151.53,2,0,0,18,0
3781,3,2.24,270.9,153.16,3,0,0,14,1
3782,7,2.27,431.5,154.43,2,1,0,22,1
3783,1,2.26,88.9,153.88,1,0,0,9,0
3784,3,2.27,256.4,154.65,3,0,0,17,0
3785,0,2.27,-44.5,154.36,0,0,0,12,0
3786,1,2.27,-3.9,153.81,1,0,0,9,0
3787,2,2.27,126.4,154.01,2,0,0,15,0
3788,1,2.27,-1.5,152.69,1,0,1,14,0
3789,4,2.25,136.3,152.78,4,0,0,25,1
3790,5,2.28,345.8,154.76,5,0,0,23,0
3791,1,2.28,221.7,154.99,1,0,0,13,1
3792,4,2.29,325.8,154.34,4,0,1,19,0
3793,1,2.29,71.3,153.65,1,0,0,11,0
3794,3,2.3,195.3,153.99,3,0,0,12,0
3795,1,2.3,71.1,152.12,1,0,0,11,0
3796,2,2.31,116.3,152.23,2,0,0,12,0
3797,0,2.29,80.3,150.71,0,0,0,13,0
3798,1,2.3,172.0,152.23,1,0,1,14,0
3799,2,2.3,182.9,152.97,2,0,0,12,0
3800,0,2.29,40.9,153.44,0,0,1,20,0
3801,4,2.27,87.7,151.43,4,0,0,14,1
3802,2,2.27,188.9,152.18,2,0,0,13,0
3803,2,2.27,15.7,151.3,2,0,0,17,0
3804,1,2.26,87.1,149.17,1,0,0,12,1
3805,3,2.27,293.0,150.5,3,0,0,18,0
3806,1,2.27,-55.0,149.26,1,0,0,5,0
3807,9,2.31,501.1,151.98,4,1,0,20,1
3808,5,2.33,139.1,152.64,5,0,0,19,1
3809,3,2.33,367.2,151.82,3,0,0,18,0
3810,1,2.33,-23.9,151.51,1,0,0,9,1
3811,1,2.33,33.4,148.98,1,0,0,5,0
3812,3,2.33,313.5,149.57,3,0,0,21,1
3813,1,2.33,-16.5,148.75,1,0,0,3,0
3814,1,2.33,-106.2,146.81,1,0,0,9,0
3815,3,2.33,138.5,147.73,3,0,0,8,0
3816,1,2.33,87.6,147.71,1,0,0,8,0
3817,2,2.33,141.8,148.33,2,0,0,6,0
3818,9,2.37,415.1,149.04,4,1,0,16,1
3819,8,2.39,560.8,150.67,3,1,0,18,1
3820,3,2.4,213.0,152.74,3,0,0,17,0
3821,1,2.4,57.6,153.7,1,0,0,10,0
3822,1,2.38,482.5,154.12,1,0,0,26,1
3823,2,2.38,-1.0,152.44,2,0,0,7,0
3824,4,2.38,90.5,153.14,4,0,0,19,1
3825,0,2.37,-138.8,151.57,0,0,1,6,0
3826,1,2.38,89.8,152.08,1,0,0,12,0
3827,2,2.34,199.0,150.8,2,0,1,12,0
3828,1,2.34,397.7,152.19,1,0,0,24,1
3829,2,2.35,65.4,151.12,2,0,1,10,0
3830,3,2.35,413.1,152.04,3,0,0,22,1
3831,0,2.35,148.2,152.25,0,0,0,10,0
3832,2,2.35,411.5,153.35,2,0,0,25,1
3833,1,2.35,363.9,153.61,1,0,0,20,0
3834,0,2.33,93.4,153.79,0,0,0,12,0
3835,2,2.35,270.1,154.73,2,0,0,14,0
3836,1,2.31,17.7,153.45,1,0,1,9,0
3837,0,2.3,32.9,153.24,0,0,0,12,0
3838,1,2.31,-98.7,152.57,1,0,1,6,0
3839,3,2.31,187.8,153.42,3,0,0,9,0
3840,2,2.31,92.4,152.72,2,0,1,15,0
3841,6,2.33,190.1,153.55,1,1,1,16,0
3842,2,2.31,155.4,154.75,2,0,1,21,0
3843,1,2.3,-59.2,153.24,1,0,1,5,0
3844,4,2.31,342.1,154.18,4,0,0,19,0
3845,1,2.31,-16.9,154.02,1,0,1,11,0
3846,2,2.32,273.0,155.54,2,0,0,18,0
3847,1,2.32,226.9,155.83,1,0,0,20,0
3848,1,2.32,138.7,155.61,1,0,1,24,0
3849,0,2.31,-115.4,152.84,0,0,0,4,0
3850,4,2.32,328.0,154.47,4,0,0,18,0
3851,0,2.31,-156.9,153.82,0,0,0,6,0
3852,0,2.31,63.2,153.32,0,0,1,8,0
3853,1,2.31,170.4,154.24,1,0,0,9,0
3854,6,2.34,94.5,153.04,1,1,0,14,1
3855,0,2.33,-165.4,151.23,0,0,1,9,0
3856,4,2.34,268.7,151.81,4,0,0,22,0
3857,4,2.35,231.1,151.68,4,0,0,23,1
3858,2,2.36,339.4,153.49,2,0,0,11,0
3859,2,2.36,130.2,153.16,2,0,1,20,0
3860,4,2.37,239.5,154.42,4,0,1,20,0
3861,3,2.38,106.5,154.33,3,0,1,14,0
3862,1,2.35,238.7,154.67,1,0,0,22,0
3863,6,2.35,346.8,153.03,1,1,0,25,1
3864,0,2.34,-70.0,152.19,0,0,1,7,0
3865,7,2.35,231.2,152.56,2,1,0,10,0
3866,0,2.35,182.5,152.78,0,0,0,19,1
3867,1,2.32,-97.9,149.58,1,0,0,5,1
3868,2,2.33,127.5,150.7,2,0,0,13,0
3869,1,2.33,110.0,149.95,1,0,0,11,0
3870,6,2.35,397.1,152.72,6,0,0,19,0
3871,4,2.37,252.8,154.2,4,0,0,17,0
3872,0,2.35,65.7,154.15,0,0,0,8,0
3873,0,2.35,-34.5,153.5,0,0,1,10,0
3874,4,2.35,341.3,153.4,4,0,0,17,0
3875,0,2.34,-13.8,153.17,0,0,1,11,0
3876,2,2.35,12.6,151.84,2,0,1,10,0
3877,1,2.31,1.5,150.23,1,0,1,6,0
3878,1,2.31,-111.1,150.63,1,0,0,5,0
3879,0,2.29,173.4,151.05,0,0,1,20,0
3880,2,2.29,143.1,151.25,2,0,0,12,0
3881,9,2.33,570.7,152.89,4,1,0,20,1
3882,7,2.35,300.0,153.49,2,1,1,16,0
3883,3,2.35,115.9,153.3,3,0,1,14,0
3884,5,2.33,129.3,150.31,0,1,0,11,0
3885,0,2.33,-22.2,149.43,0,0,1,10,0
3886,2,2.32,30.3,148.92,2,0,1,7,0
3887,1,2.31,31.7,146.71,1,0,1,14,0
3888,2,2.31,514.6,148.05,2,0,0,29,0
3889,0,2.29,50.2,146.59,0,0,0,8,0
3890,2,2.3,-57.9,146.35,2,0,0,15,1
3891,1,2.3,179.6,147.12,1,0,0,19,1
3892,1,2.27,113.4,145.44,1,0,0,13,0
3893,2,2.28,183.8,145.79,2,0,0,11,0
3894,4,2.3,365.9,146.64,4,0,1,20,0
3895,1,2.29,15.0,145.58,1,0,1,11,0
3896,0,2.29,201.3,144.96,0,0,0,13,0
3897,7,2.32,381.6,147.3,2,1,0,25,1
3898,2,2.33,230.1,149.44,2,0,0,16,0
3899,3,2.34,496.7,152.87,3,0,0,23,1
3900,0,2.33,-35.5,151.01,0,0,1,13,0
3901,2,2.34,145.5,151.13,2,0,0,17,0
3902,3,2.33,254.1,149.38,3,0,0,16,0
3903,1,2.32,321.1,150.8,1,0,0,21,0
3904,2,2.33,329.7,152.37,2,0,0,27,1
3905,6,2.33,427.2,153.03,1,1,0,24,1
3906,0,2.31,-44.6,152.47,0,0,0,5,0
3907,3,2.3,293.9,151.26,3,0,0,14,0
3908,0,2.3,9.1,151.12,0,0,1,10,0
3909,1,2.3,193.9,149.82,1,0,0,22,0
3910,1,2.23,153.3,147.94,1,0,0,13,0
3911,3,2.24,288.7,147.59,3,0,0,16,0
3912,1,2.23,218.1,147.22,1,0,1,30,0
3913,1,2.22,-139.8,143.7,1,0,1,9,0
3914,0,2.2,-24.9,141.41,0,0,1,10,0
3915,1,2.21,59.7,141.52,1,0,0,11,0
3916,2,2.21,363.9,142.87,2,0,0,19,0
3917,12,2.26,491.2,145.09,2,2,0,17,1
3918,2,2.26,277.4,145.03,2,0,1,22,0
3919,13,2.31,433.8,145.6,3,2,1,21,0
3920,1,2.31,425.9,146.64,1,0,0,24,1
3921,2,2.3,360.2,146.85,2,0,0,22,0
3922,1,2.29,35.5,146.0,1,0,1,10,0
3923,0,2.29,-83.7,145.19,0,0,1,6,0
3924,1,2.25,77.4,144.31,1,0,0,11,0
3925,3,2.27,-34.7,144.1,3,0,0,4,0
3926,3,2.27,331.7,144.97,3,0,0,20,0
3927,1,2.26,108.0,144.05,1,0,0,7,0
3928,3,2.27,315.5,146.02,3,0,0,19,1
3929,1,2.28,-29.5,146.22,1,0,1,7,0
3930,3,2.28,289.7,146.52,3,0,1,22,0
3931,2,2.27,101.1,145.2,2,0,0,10,0
3932,0,2.27,42.4,145.51,0,0,1,17,0
3933,0,2.25,35.3,144.44,0,0,0,8,0
3934,0,2.24,-3.1,144.54,0,0,0,10,0
3935,1,2.21,494.6,144.99,1,0,0,26,1
3936,0,2.2,104.7,145.45,0,0,0,15,0
3937,1,2.17,196.8,144.59,1,0,0,14,1
3938,2,2.17,194.5,146.66,2,0,0,16,0
3939,2,2.18,290.5,147.43,2,0,0,20,0
3940,2,2.19,210.3,148.13,2,0,0,18,0
3941,3,2.19,282.8,149.64,3,0,1,20,0
3942,0,2.19,22.6,149.14,0,0,1,5,0
3943,1,2.19,109.0,149.84,1,0,0,19,0
